StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q14,Q114,Q114_1_TEXT,Q1,Q2,Q15,Q85,Q17,Q18,Q120,Q19,Q20,Q21,Q23,Q24,Q25,Q26,Q27,Q115,Q50,Q51,Q52,Q53,Q68,Q69,Q70,Q70_3_TEXT,Q71,Q34,Q93,Q37,Q95,Q87,Q92,Q40,Q40_3_TEXT,Q41,Q41_3_TEXT,Q111,Q42,Q42_3_TEXT,Q43,Q44,Q94,Q47,Q97,Q98,Q99,Q54,Q54_3_TEXT,Q55,Q55_3_TEXT,Q112,Q56,Q56_3_TEXT,Q57,Q57_3_TEXT,Q58,Q58_3_TEXT,Q59,Q59_3_TEXT,Q60,Q61,Q104,Q64,Q106,Q102,Q103,Q72,Q73,Q113,Q74,Q75,Q76,Q77,Q78,Q109,Q110,Q82,Q82_3_TEXT,Q101,Q107,Q108,Treatment Group
3/11/21 0:25,3/11/21 0:42,IP Address,*******,100,983,True,3/11/21 0:42,R_2pKOyLAFEFg28fW,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,600e661d49a93a6ec48ebb45,Black or African-American,Female,30,High School Degree or GED,,Democrat,Yes,Liberal,0k-24k,No,,,No,Southeast,Neither Support Nor Oppose,Neither Support Nor Oppose,Neither agree nor disagree,Somewhat disagree,Neutral,Marginally Intelligent,No,Same,No,,Not at all important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,Yes,No,No,No.,Disagree,Moderately Disagree,Agree,,Completely Agree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Linked Fate Treatment Group
3/11/21 0:29,3/11/21 0:42,IP Address,*******,100,793,True,3/11/21 0:42,R_1PaQayYi8xJecz7,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5ef98087540ce971a8fb4280,White,Female,30,High School Degree or GED,,Democrat,Yes,Liberal,0k-24k,No,,,No,Midwest,Neither Support Nor Oppose,Neither Support Nor Oppose,Strongly disagree,Somewhat agree,Neutral,Neutral,No,Worse,Yes,,Extremely important,,,,,,,Yes,,Yes,,No,Yes,,,Agree,Neither Agree Nor Disagree,Disagree,Completely Agree,Completely Disagree,Completely Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Race Neutral Control Group
3/11/21 0:39,3/11/21 0:42,IP Address,*******,100,201,True,3/11/21 0:42,R_2VCG2CMRjfvBK2x,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5fb87ecac3b7885df134405a,White,Male,23,Associate's Degree,,Democrat,Yes,Liberal,0k-24k,No,,,No,Midwest,Neither Support Nor Oppose,Neither Support Nor Oppose,Strongly disagree,Strongly agree,Moderately Hardworking,Neutral,Yes,Worse,Yes,,Extremely important,Agree,Neither Agree Nor Disagree,Agree,Completely Agree,Completely Disagree,Moderately Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retail Control Group
3/11/21 0:40,3/11/21 0:42,IP Address,*******,100,161,True,3/11/21 0:42,R_3qmKXyaZ0XgwIon,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,6041edec06a3631806a0b506,Prefer not to say,Prefer Not to Say,30,"Master's Degree (MS, MBA, MED)",,Independent,Rather not say,Moderate,25k-50k,No,,,No,West Coast,Neither Support Nor Oppose,Neither Support Nor Oppose,Neither agree nor disagree,Neither agree nor disagree,Marginally Hardworking,Neutral,No,Same,Yes,,Not at all important,,,,,,,Yes,,"Yes,No",,No,"Yes,No",,,Disagree,Moderately Agree,Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Race Neutral Control Group
3/11/21 0:36,3/11/21 0:43,IP Address,*******,100,440,True,3/11/21 0:43,R_2YsT0AZ6ra6U1ae,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5ec4feee144f4f40ecc6d880,Asian or Asian American,Male,20,"Some College, No Diploma",,Democrat,Yes,Liberal,51k-100k,No,,,No,Midwest,Neither Support Nor Oppose,Somewhat Oppose,Strongly disagree,Strongly agree,Neutral,Neutral,Yes,Worse,Yes,,Moderately important,,,,,,,No,,No,,No,No,,,Disagree,Moderately Agree,Disagree,Completely Agree,Moderately Disagree,Completely Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Race Neutral Control Group
3/11/21 0:27,3/11/21 0:43,IP Address,*******,100,1007,True,3/11/21 0:43,R_1pXXNMoegjUTg4n,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5fda8fb68676a773fb103a75,White,Male,22,High School Degree or GED,,Democrat,Yes,Liberal,0k-24k,No,,,No,Southwest,Neither Support Nor Oppose,Somewhat Oppose,Strongly disagree,Strongly agree,Moderately Hardworking,Moderately Intelligent,Yes,Worse,Explain your opinion here.,I have witnessed firsthand the discrimination and abuse of power by figures of authority towards both black people and poor people in general.,Extremely important,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,No,Yes,,Yes,,No,,No,,,Disagree,Completely Disagree,Disagree,Completely Agree,Completely Disagree,Completely Agree,,,,,,,,,,,,,,,,Racial Resentment Treatment Group
3/11/21 0:36,3/11/21 0:44,IP Address,*******,100,467,True,3/11/21 0:44,R_R2Eg1ceTNrZS4Rb,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5f2502c10858c4143fafa023,"White,Asian or Asian American",Male,23,Bachelor's Degree,,Democrat,Yes,Moderate,25k-50k,No,,,No,Southeast,Somewhat Support,Neither Support Nor Oppose,Strongly disagree,Strongly agree,Marginally Hardworking,Marginally Intelligent,Yes,Worse,Yes,,Very important,,,,,,,"Yes,Explain your opinion.",IDK if we really have enough info but I guess an investigation could be warranted.,"No,Explain your opinion",Maybe part of the season but since its just an investigation a whole season feels unwarranted,No,No,,no,Disagree,Moderately Disagree,Disagree,Completely Agree,Moderately Agree,Completely Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Race Neutral Control Group
3/11/21 0:38,3/11/21 0:44,IP Address,*******,100,356,True,3/11/21 0:44,R_22Yxa89bf0DAP2x,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5c06b3f64a2b7b0001c3c185,Hispanic/Latinx,Female,36,Bachelor's Degree,,Democrat,Yes,Liberal,0k-24k,No,,,No,Northwest,Neither Support Nor Oppose,Neither Support Nor Oppose,Strongly disagree,Strongly agree,Moderately Hardworking,Extremely Intelligent,Yes,Worse,Yes,,Very important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No,"I don't really follow news like this, and I don't have strong opinions about it. I also don't understand the type of high political/financial dimensions that these people work in, so it's hard for me to determine what is correct either morally or legally. What I think is that the kid is just being a college kid- anyone would gladly recevive a car and free housing from their parents.",Disagree,Neither Agree Nor Disagree,Disagree,,Completely Agree,Completely Disagree,Completely Agree,Linked Fate Treatment Group
3/11/21 0:41,3/11/21 0:44,IP Address,*******,100,163,True,3/11/21 0:44,R_1isV3PmyxhQOOF8,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,602a1acd864c1443cfb6d82a,White,,21,"Some College, No Diploma",,Democrat,Yes,Moderate,51k-100k,No,,,No,Northeast,Neither Support Nor Oppose,Neither Support Nor Oppose,Strongly disagree,Somewhat agree,Extremely Hardworking,Extremely Intelligent,Yes,Worse,Yes,,Very important,Agree,Moderately Disagree,Disagree,Completely Agree,Completely Disagree,Completely Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retail Control Group
3/11/21 0:40,3/11/21 0:44,IP Address,*******,100,245,True,3/11/21 0:44,R_9Sv4DSBUuq0VfA5,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5ef04fa79a475604dcd8c489,Asian or Asian American,Male,22,Bachelor's Degree,,Democrat,Yes,Liberal,51k-100k,No,,,No,West Coast,Strongly Support,Somewhat Oppose,Strongly disagree,Strongly agree,Moderately Hardworking,Neutral,No,Worse,Explain your opinion here.,Systemic racism still exists in a lot of the legislation and policy we see today that exacerbates racial inequalities,Extremely important,Agree,Moderately Disagree,Disagree,Completely Agree,Moderately Disagree,Moderately Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retail Control Group
3/11/21 0:36,3/11/21 0:44,IP Address,*******,100,509,True,3/11/21 0:44,R_3mlQJ2Cyq72iZRg,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,60120bb9bb61f82246284fc9,White,Male,41,Associate's Degree,,Republican,No,Liberal,0k-24k,No,,,Yes,Midwest,Strongly Support,Strongly Support,Somewhat agree,Somewhat agree,Neutral,Moderately Intelligent,No,Worse,No,,Moderately important,,,,,,,,,,,,,,,,,,,,,Yes,,Yes,,No,No,,Yes,,No,,No,,None.,Disagree,Completely Disagree,Agree,Moderately Agree,Moderately Agree,Moderately Disagree,,,,,,,,,,,,,,,,Racial Resentment Treatment Group
3/11/21 0:34,3/11/21 0:45,IP Address,*******,100,658,True,3/11/21 0:45,R_2upKXEnbwpTa3Eo,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,60452f23c960ed620d58e282,Hispanic/Latinx,Male,18,High School Degree or GED,,Independent,Yes,Moderate,0k-24k,No,,,No,West Coast,Neither Support Nor Oppose,Neither Support Nor Oppose,Strongly disagree,Strongly agree,Moderately Hardworking,Moderately Intelligent,Yes,Worse,Explain your opinion here.,"The American political system is, unfortunately, messed up on so many levels that it does not only affect Black Americans. Many people of color who aren't white have suffered great pain in this country, especially during this past year and just recently with Asian American hate. ",Slightly important,Agree,Moderately Agree,Disagree,Completely Agree,Completely Disagree,Completely Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retail Control Group
3/11/21 0:30,3/11/21 0:45,IP Address,*******,100,907,True,3/11/21 0:45,R_2CBU0WyibEwMp5D,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5fdbbf7fbd6f23087929ced8,White,Male,34,"Some College, No Diploma",,Republican,No,Conservative,0k-24k,No,,,No,Northwest,Neither Support Nor Oppose,Neither Support Nor Oppose,Somewhat disagree,Somewhat disagree,Marginally Lazy,Marginally Intelligent,No,Worse,No,,Not at all important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,Yes,Yes,No,No,,Disagree,Completely Disagree,Disagree,,Completely Agree,Moderately Disagree,Completely Agree,Linked Fate Treatment Group
3/11/21 0:26,3/11/21 0:45,IP Address,*******,100,1124,True,3/11/21 0:45,R_115Un7vIZAdhd5Z,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5cdcfb9de3e7c20016a4082c,White,Male,30,"Some College, No Diploma",,Democrat,Yes,Liberal,51k-100k,No,,,No,Southwest,Strongly Support,Somewhat Support,Strongly disagree,Strongly agree,Extremely Hardworking,Extremely Intelligent,Yes,Worse,Explain your opinion here.,"Gerrymandering, lack of representation, over-policing, underfunding, etc",Extremely important,,,,,,,,,,,,,,,,,,,,,"Yes,Explain your opinion","technically speaking, he benefits from the profits of his dad's company.","No,Explain your opinion",a better punishment would be to ensure that he cannot wear branded materials from his father's company,No,"No,Explain your opinion",the overall quality of player is not impacted by this scandal,"Yes,Explain your opinion",it is unfair for other players to not receive the same kind of benefits.,"No,Explain your opinion",they need to send a unified message to everyone involved about how they handle these types of allegations,"No,Explain your opinion",those issues and his punishment shouldn't be related to each other,,Agree,Completely Disagree,Disagree,Completely Agree,Completely Disagree,Completely Agree,,,,,,,,,,,,,,,,Racial Resentment Treatment Group
3/11/21 0:41,3/11/21 0:46,IP Address,*******,100,249,True,3/11/21 0:46,R_1f9O2HpON80pbG8,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5fe97c232b78a588e6dc240c,Black or African-American,Male,28,Bachelor's Degree,,Democrat,Yes,Moderate,500k+,No,,,Yes,Midwest,Neither Support Nor Oppose,Somewhat Oppose,Somewhat agree,Somewhat agree,Marginally Hardworking,Neutral,No,Same,No,,Moderately important,Agree,Moderately Disagree,Disagree,Neither Agree Nor Disagree,Moderately Agree,Neither Agree Nor Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retail Control Group
3/11/21 0:33,3/11/21 0:46,IP Address,*******,100,722,True,3/11/21 0:46,R_2Etm3Zv1ISgnmwz,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5fe33b2f46872ef2fb28db7b,Asian or Asian American,Male,18,Associate's Degree,,Democrat,Yes,Liberal,51k-100k,No,,,No,West Coast,Neither Support Nor Oppose,Neither Support Nor Oppose,Strongly disagree,Strongly agree,Extremely Hardworking,Extremely Intelligent,Yes,Worse,Yes,,Very important,,,,,,,,,,,,,,,,,,,,,Yes,,No,,No,No,,No,,Yes,,No,,"Unrelated to the article, the household income question has an issue where there is no option for household income between 100k to 300k. This is where my household's income falls. I chose 50k to 100k because it is the closest to my actual household income. ",Agree,Moderately Agree,Disagree,Completely Agree,Completely Disagree,Completely Agree,,,,,,,,,,,,,,,,Racial Resentment Treatment Group
3/11/21 0:40,3/11/21 0:46,IP Address,*******,100,372,True,3/11/21 0:46,R_6PD5emFBxbxED2F,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,6046ea4caa30421580ce993e,"White,Hispanic/Latinx,Other",Other,34,"Master's Degree (MS, MBA, MED)",,Democrat,Yes,Liberal,51k-100k,Yes,,,No,West Coast,Neither Support Nor Oppose,Neither Support Nor Oppose,Strongly disagree,Strongly agree,Extremely Hardworking,Extremely Intelligent,Yes,Worse,Yes,,Extremely important,Disagree,Completely Agree,Disagree,Completely Agree,Completely Disagree,Completely Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retail Control Group
3/11/21 0:40,3/11/21 0:46,IP Address,*******,100,348,True,3/11/21 0:46,R_22Gt3FKLOzWgNLj,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5ffbcd379c1d232611dd66de,"White,Other",Female,26,Bachelor's Degree,,Independent,Yes,Liberal,25k-50k,No,,,No,Northwest,Neither Support Nor Oppose,Neither Support Nor Oppose,Somewhat disagree,Strongly agree,Neutral,Neutral,Yes,Worse,Yes,,Not at all important,,,,,,,,,,,,,,,,,,,,,"Yes,Explain your opinion",He received compensation through different means,"Yes,Explain your opinion",He violated rules. The rules are there to prevent systemic discrimination ,No,"No,Explain your opinion",I think people should be given the opportunity to change,"No,Explain your opinion",He is young and may not understand the consequences of his actions,No,,"No,Explain your opinion",I think everyone should have the ability to express their opinions,,Disagree,Completely Disagree,Disagree,Completely Agree,Moderately Disagree,Completely Agree,,,,,,,,,,,,,,,,Racial Resentment Treatment Group
3/11/21 0:38,3/11/21 0:46,IP Address,*******,100,481,True,3/11/21 0:46,R_26lQwYNbK8dx5OG,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5f5aa60bef062519ff711fe6,White,Male,18,"Some College, No Diploma",,Republican,Yes,Moderate,51k-100k,No,,,No,Southeast,Neither Support Nor Oppose,Somewhat Support,Neither agree nor disagree,Somewhat agree,Moderately Hardworking,Moderately Intelligent,Yes,Same,No,,Not at all important,Disagree,Completely Disagree,Disagree,Neither Agree Nor Disagree,Moderately Disagree,Moderately Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retail Control Group
3/11/21 0:22,3/11/21 0:46,IP Address,*******,100,1442,True,3/11/21 0:46,R_Qd0M70VZ0v4OCHv,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5f54f89535293d8749b325c1,Black or African-American,Female,24,Bachelor's Degree,,Democrat,Yes,Liberal,0k-24k,No,,,No,Northeast,Strongly Support,Somewhat Support,Strongly agree,Somewhat agree,Moderately Lazy,Neutral,Yes,Worse,Explain your opinion here.,"Yes it's set up to see Black fails. Looking at how Whites are allowed to do anything and are spared in some atrocities, while Blacks are marginalized and death with in any slightest misbehavior really proves this.",Moderately important,,,,,,,,,,,,,,,,,,,,,"No,Explain your opinion",I think he violated it due to the fact that such illegal payments were made to his father's account not his.,No,,No,"No,Explain your opinion",I don't think it's advisable because he was out involved in the illegal act directly therefore warnings should be melted out again.,"Yes,Explain your opinion",He was wrong because it's against NCAA ethics.,"No,Explain your opinion","I really don't think much so because it was him that such payments were made to, only it was through his father","No,Explain your opinion",No I don't think it was advisable to be less vocal due to the danger that the virus comes with.,,Agree,Completely Agree,Disagree,Completely Agree,Neither Agree Nor Disagree,Completely Agree,,,,,,,,,,,,,,,,Racial Resentment Treatment Group
3/11/21 0:30,3/11/21 0:46,IP Address,*******,100,957,True,3/11/21 0:46,R_2c5Riy8nAJ0nw0w,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5f29109240b4f4000bfd5a06,Black or African-American,Male,22,Bachelor's Degree,,Democrat,Yes,Liberal,0k-24k,No,,,Yes,Southeast,Neither Support Nor Oppose,Neither Support Nor Oppose,Somewhat disagree,Strongly agree,Moderately Hardworking,Marginally Intelligent,Yes,Worse,Yes,,Extremely important,Agree,Moderately Agree,Disagree,Completely Agree,Moderately Disagree,Completely Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Retail Control Group
3/11/21 0:43,3/11/21 0:46,IP Address,*******,100,186,True,3/11/21 0:46,R_POkW7wHtqytkFAB,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5ffab86f13f4ce499bd9f2c5,Asian or Asian American,Male,23,Bachelor's Degree,,Democrat,No,Liberal,51k-100k,No,,,No,Midwest,Neither Support Nor Oppose,Neither Support Nor Oppose,Strongly disagree,Strongly agree,Moderately Hardworking,Neutral,Yes,Worse,Yes,,Slightly important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,No,No,Yes,No,,Agree,Moderately Disagree,Disagree,,Completely Agree,Completely Disagree,Moderately Agree,Linked Fate Treatment Group
3/11/21 0:27,3/11/21 0:46,IP Address,*******,100,1145,True,3/11/21 0:46,R_21cUvP6w4lMEkWX,*******,*******,*******,*******,,,anonymous,EN,"Yes, I give my consent to be the subject of the research.",Insert Below,5ee4b29de1640f1bc85da97b,White,Male,59,Bachelor's Degree,,Republican,Yes,Conservative,51k-100k,No,,,No,Mid Atlantic,Neither Support Nor Oppose,Neither Support Nor Oppose,Somewhat agree,Somewhat disagree,Neutral,Neutral,No,Worse,Explain your opinion here.,black americans have the same opportunities as everyone else,Moderately important,,,,,,,,,,,,,,,,,,,,,"No,Explain your opinion",the money trail is too unclear,"No,Explain your opinion",the evidence is too weak to support a suspension,No,"No,Explain your opinion",I don't feel he did anything wrong.,"Yes,Explain your opinion",It is against the rules.,"Yes,Explain your opinion",The NCAA wishes to continue making money off athletes without sharing.,"Yes,Explain your opinion",He would have avoided a lot of hassle.,,Agree,Completely Disagree,Agree,Neither Agree Nor Disagree,Moderately Agree,Neither Agree Nor Disagree,,,,,,,,,,,,,,,,Racial Resentment Treatment Group
